lon,lat,varname,area,year,total,max,avg,min,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,region
-116.0,47.5, T2M ,2078,-999,63.43,19.3,15.86,12.21,,,,,,13.93,18.53,18.17,12.8,,,,WESTERN_USA
-116.0,48.0, T2M ,2058,-999,62.31,18.98,15.58,11.95,,,,,,13.63,18.18,17.93,12.58,,,,WESTERN_USA
-116.0,48.5, T2M ,2038,-999,62.81,19.1,15.7,12.02,,,,,,13.97,18.36,18.0,12.48,,,,WESTERN_USA
-115.5,43.5, T2M ,2233,-999,65.72,19.9,16.43,12.74,,,,,,14.3,19.4,18.72,13.31,,,,WESTERN_USA
-115.5,44.0, T2M ,2214,-999,57.16,17.82,14.29,10.56,,,,,,11.99,17.29,16.61,11.27,,,,WESTERN_USA
-115.5,44.5, T2M ,2195,-999,49.95,16.01,12.49,8.76,,,,,,9.99,15.47,14.81,9.67,,,,WESTERN_USA
-115.5,45.0, T2M ,2176,-999,49.75,16.01,12.44,8.69,,,,,,9.92,15.43,14.76,9.64,,,,WESTERN_USA
-115.5,45.5, T2M ,2157,-999,56.13,17.53,14.03,10.35,,,,,,11.63,16.82,16.36,11.31,,,,WESTERN_USA
-115.5,46.0, T2M ,2137,-999,60.01,18.36,15.0,11.46,,,,,,12.82,17.61,17.25,12.32,,,,WESTERN_USA
-115.5,46.5, T2M ,2118,-999,62.78,19.19,15.69,12.02,,,,,,13.48,18.35,18.1,12.85,,,,WESTERN_USA
-115.5,47.0, T2M ,2098,-999,59.48,18.44,14.87,11.12,,,,,,12.61,17.56,17.32,11.99,,,,WESTERN_USA
-115.5,47.5, T2M ,2078,-999,61.98,18.94,15.5,11.83,,,,,,13.52,18.15,17.84,12.48,,,,WESTERN_USA
-115.5,48.0, T2M ,2058,-999,61.16,18.69,15.29,11.61,,,,,,13.45,17.95,17.6,12.16,,,,WESTERN_USA
-115.5,48.5, T2M ,2038,-999,61.98,18.88,15.5,11.78,,,,,,13.7,18.14,17.82,12.32,,,,WESTERN_USA
-115.0,43.5, T2M ,2233,-999,58.4,18.04,14.6,10.95,,,,,,12.42,17.57,16.88,11.53,,,,WESTERN_USA
-115.0,44.0, T2M ,2214,-999,44.79,14.81,11.2,7.31,,,,,,8.45,14.35,13.6,8.39,,,,WESTERN_USA
-115.0,44.5, T2M ,2195,-999,47.44,15.37,11.86,8.16,,,,,,9.42,14.92,14.12,8.98,,,,WESTERN_USA
-115.0,45.0, T2M ,2176,-999,53.6,16.88,13.4,9.74,,,,,,11.14,16.39,15.64,10.42,,,,WESTERN_USA
-115.0,45.5, T2M ,2157,-999,55.42,17.33,13.86,10.22,,,,,,11.58,16.7,16.13,11.02,,,,WESTERN_USA
-115.0,46.0, T2M ,2137,-999,56.9,17.63,14.22,10.61,,,,,,12.05,16.94,16.49,11.42,,,,WESTERN_USA
-115.0,46.5, T2M ,2118,-999,57.0,17.84,14.25,10.49,,,,,,11.87,16.99,16.72,11.42,,,,WESTERN_USA
-115.0,47.0, T2M ,2098,-999,59.51,18.39,14.88,11.15,,,,,,12.76,17.59,17.26,11.89,,,,WESTERN_USA
-115.0,47.5, T2M ,2078,-999,61.54,18.81,15.39,11.72,,,,,,13.55,18.1,17.65,12.24,,,,WESTERN_USA
-115.0,48.0, T2M ,2058,-999,60.55,18.52,15.14,11.48,,,,,,13.29,17.81,17.42,12.03,,,,WESTERN_USA
-115.0,48.5, T2M ,2038,-999,60.45,18.44,15.11,11.48,,,,,,13.27,17.72,17.4,12.06,,,,WESTERN_USA
-114.5,44.5, T2M ,2195,-999,50.9,16.16,12.72,9.11,,,,,,10.53,15.74,14.91,9.72,,,,WESTERN_USA
-114.5,45.0, T2M ,2176,-999,52.65,16.56,13.16,9.59,,,,,,11.01,16.08,15.34,10.23,,,,WESTERN_USA
-114.5,45.5, T2M ,2157,-999,57.32,17.74,14.33,10.73,,,,,,12.13,17.15,16.56,11.47,,,,WESTERN_USA
-114.5,46.0, T2M ,2137,-999,53.82,16.94,13.46,9.77,,,,,,11.24,16.28,15.77,10.54,,,,WESTERN_USA
-114.5,46.5, T2M ,2118,-999,53.1,16.74,13.27,9.61,,,,,,11.1,16.03,15.58,10.4,,,,WESTERN_USA
-114.5,48.5, T2M ,2038,-999,59.1,18.0,14.78,11.18,,,,,,13.26,17.39,16.9,11.55,,,,WESTERN_USA
-114.0,44.0, T2M ,2214,-999,50.55,16.27,12.64,8.8,,,,,,10.25,15.83,14.92,9.55,,,,WESTERN_USA
-114.0,45.5, T2M ,2157,-999,56.41,17.49,14.1,10.57,,,,,,12.0,16.96,16.29,11.17,,,,WESTERN_USA
-114.0,46.0, T2M ,2137,-999,54.28,16.92,13.57,10.0,,,,,,11.67,16.38,15.72,10.51,,,,WESTERN_USA
-114.0,46.5, T2M ,2118,-999,64.03,19.5,16.01,12.3,,,,,,14.05,18.87,18.27,12.84,,,,WESTERN_USA
-114.0,47.0, T2M ,2098,-999,62.83,19.24,15.71,11.95,,,,,,13.77,18.6,17.99,12.48,,,,WESTERN_USA
-114.0,47.5, T2M ,2078,-999,61.83,18.83,15.46,11.85,,,,,,13.43,18.14,17.76,12.5,,,,WESTERN_USA
-114.0,48.0, T2M ,2058,-999,63.42,19.01,15.86,12.5,,,,,,13.07,17.83,18.57,13.95,,,,WESTERN_USA
-114.0,48.5, T2M ,2038,-999,58.58,17.9,14.65,11.05,,,,,,12.94,17.26,16.84,11.53,,,,WESTERN_USA
-113.5,44.5, T2M ,2195,-999,51.74,16.44,12.93,9.24,,,,,,10.73,16.02,15.16,9.83,,,,WESTERN_USA
-113.5,45.0, T2M ,2176,-999,53.59,16.79,13.4,9.81,,,,,,11.38,16.35,15.57,10.29,,,,WESTERN_USA
-113.5,45.5, T2M ,2157,-999,48.17,15.33,12.04,8.58,,,,,,10.03,14.83,14.17,9.15,,,,WESTERN_USA
-113.5,46.0, T2M ,2137,-999,49.32,15.63,12.33,8.83,,,,,,10.4,15.09,14.45,9.39,,,,WESTERN_USA
-113.5,47.0, T2M ,2098,-999,60.93,18.69,15.23,11.51,,,,,,13.4,18.09,17.48,11.96,,,,WESTERN_USA
-113.5,47.5, T2M ,2078,-999,50.0,15.9,12.5,8.8,,,,,,10.59,15.3,14.72,9.39,,,,WESTERN_USA
-113.5,48.0, T2M ,2058,-999,51.64,16.25,12.91,9.25,,,,,,10.99,15.61,15.19,9.85,,,,WESTERN_USA
-113.0,34.5, T2M ,2539,-999,108.15,29.0,27.04,24.51,,,,,,26.93,28.82,27.83,24.57,,,,WESTERN_USA
-113.0,37.5, T2M ,2444,-999,69.88,20.05,17.47,14.21,,,,,,16.89,19.92,18.69,14.38,,,,WESTERN_USA
-113.0,44.5, T2M ,2195,-999,51.12,16.25,12.78,9.1,,,,,,10.69,15.85,14.95,9.64,,,,WESTERN_USA
-113.0,45.5, T2M ,2157,-999,51.12,16.09,12.78,9.22,,,,,,10.89,15.65,14.9,9.68,,,,WESTERN_USA
-113.0,46.0, T2M ,2137,-999,49.01,15.49,12.25,8.73,,,,,,10.52,15.03,14.31,9.15,,,,WESTERN_USA
-113.0,47.0, T2M ,2098,-999,57.07,17.68,14.27,10.54,,,,,,12.38,17.09,16.53,11.06,,,,WESTERN_USA
-113.0,47.5, T2M ,2078,-999,46.5,15.01,11.63,7.9,,,,,,9.83,14.46,13.78,8.43,,,,WESTERN_USA
-112.5,34.0, T2M ,2555,-999,116.59,31.0,29.15,26.77,,,,,,28.92,30.83,29.98,26.86,,,,WESTERN_USA
-112.5,34.5, T2M ,2539,-999,94.51,25.53,23.63,21.15,,,,,,23.93,25.31,24.1,21.17,,,,WESTERN_USA
-112.5,38.5, T2M ,2410,-999,70.49,20.53,17.62,14.08,,,,,,16.72,20.41,19.1,14.27,,,,WESTERN_USA
-112.5,44.5, T2M ,2195,-999,54.32,16.92,13.58,9.94,,,,,,11.77,16.58,15.65,10.32,,,,WESTERN_USA
-112.5,45.5, T2M ,2157,-999,60.26,18.4,15.06,11.4,,,,,,13.35,18.03,17.14,11.73,,,,WESTERN_USA
-112.5,46.0, T2M ,2137,-999,54.73,16.97,13.68,10.1,,,,,,11.93,16.53,15.8,10.48,,,,WESTERN_USA
-112.5,46.5, T2M ,2118,-999,54.43,16.95,13.61,9.95,,,,,,11.89,16.44,15.74,10.35,,,,WESTERN_USA
-112.0,33.5, T2M ,2570,-999,131.67,34.87,32.92,30.38,,,,,,32.82,34.67,33.72,30.46,,,,WESTERN_USA
-112.0,34.0, T2M ,2555,-999,114.79,30.53,28.7,26.32,,,,,,28.68,30.33,29.4,26.37,,,,WESTERN_USA
-112.0,34.5, T2M ,2539,-999,98.9,26.71,24.73,22.09,,,,,,24.95,26.56,25.3,22.1,,,,WESTERN_USA
-112.0,35.0, T2M ,2524,-999,85.99,23.51,21.5,18.91,,,,,,21.62,23.32,22.08,18.96,,,,WESTERN_USA
-112.0,40.0, T2M ,2359,-999,91.18,26.29,22.8,18.66,,,,,,21.4,26.09,24.8,18.9,,,,WESTERN_USA
-112.0,40.5, T2M ,2341,-999,89.03,25.74,22.26,18.2,,,,,,20.7,25.48,24.39,18.46,,,,WESTERN_USA
-112.0,41.0, T2M ,2324,-999,86.52,25.04,21.63,17.71,,,,,,20.03,24.73,23.78,17.97,,,,WESTERN_USA
-112.0,41.5, T2M ,2306,-999,78.44,23.01,19.61,15.77,,,,,,17.92,22.68,21.77,16.07,,,,WESTERN_USA
-112.0,45.0, T2M ,2176,-999,51.96,16.27,12.99,9.4,,,,,,11.21,15.93,15.02,9.8,,,,WESTERN_USA
-111.5,33.5, T2M ,2570,-999,122.13,32.39,30.53,28.07,,,,,,30.61,32.18,31.23,28.11,,,,WESTERN_USA
-111.5,34.0, T2M ,2555,-999,106.76,28.55,26.69,24.17,,,,,,26.85,28.37,27.34,24.21,,,,WESTERN_USA
-111.5,34.5, T2M ,2539,-999,88.31,23.88,22.08,19.68,,,,,,22.24,23.69,22.65,19.72,,,,WESTERN_USA
-111.5,39.0, T2M ,2393,-999,66.72,19.68,16.68,13.03,,,,,,15.88,19.58,18.07,13.19,,,,WESTERN_USA
-111.5,39.5, T2M ,2376,-999,64.93,19.25,16.23,12.7,,,,,,15.02,19.07,17.9,12.94,,,,WESTERN_USA
-111.5,40.0, T2M ,2359,-999,73.86,21.69,18.46,14.75,,,,,,17.04,21.48,20.35,14.99,,,,WESTERN_USA
-111.5,40.5, T2M ,2341,-999,62.91,18.98,15.73,12.1,,,,,,13.95,18.72,17.77,12.47,,,,WESTERN_USA
-111.5,42.5, T2M ,2269,-999,61.24,18.63,15.31,11.66,,,,,,13.41,18.28,17.52,12.03,,,,WESTERN_USA
-111.5,43.0, T2M ,2251,-999,60.37,18.34,15.09,11.57,,,,,,13.13,17.95,17.3,12.0,,,,WESTERN_USA
-111.5,44.0, T2M ,2214,-999,66.98,19.97,16.75,13.19,,,,,,14.98,19.6,18.9,13.5,,,,WESTERN_USA
-111.5,44.5, T2M ,2195,-999,53.8,16.68,13.45,9.94,,,,,,11.51,16.3,15.59,10.4,,,,WESTERN_USA
-111.5,45.0, T2M ,2176,-999,48.84,15.49,12.21,8.64,,,,,,10.33,15.16,14.25,9.1,,,,WESTERN_USA
-111.5,46.5, T2M ,2118,-999,62.46,18.93,15.61,11.99,,,,,,13.71,18.43,17.85,12.46,,,,WESTERN_USA
-111.0,31.5, T2M ,2628,-999,101.44,27.15,25.36,23.57,,,,,,26.68,26.2,24.94,23.61,,,,WESTERN_USA
-111.0,33.0, T2M ,2585,-999,120.01,31.73,30.0,27.75,,,,,,30.42,31.39,30.43,27.77,,,,WESTERN_USA
-111.0,33.5, T2M ,2570,-999,107.37,28.66,26.84,24.42,,,,,,27.26,28.39,27.29,24.43,,,,WESTERN_USA
-111.0,34.0, T2M ,2555,-999,91.14,24.57,22.79,20.38,,,,,,23.06,24.38,23.29,20.42,,,,WESTERN_USA
-111.0,40.5, T2M ,2341,-999,50.56,15.7,12.64,9.22,,,,,,10.9,15.48,14.49,9.69,,,,WESTERN_USA
-111.0,42.0, T2M ,2288,-999,66.48,19.92,16.62,13.01,,,,,,14.76,19.57,18.8,13.34,,,,WESTERN_USA
-111.0,42.5, T2M ,2269,-999,54.47,16.94,13.62,10.01,,,,,,11.63,16.57,15.82,10.46,,,,WESTERN_USA
-111.0,43.0, T2M ,2251,-999,55.76,17.16,13.94,10.48,,,,,,11.96,16.75,16.12,10.92,,,,WESTERN_USA
-111.0,44.0, T2M ,2214,-999,52.67,16.39,13.17,9.69,,,,,,11.27,16.03,15.28,10.09,,,,WESTERN_USA
-111.0,44.5, T2M ,2195,-999,49.26,15.66,12.32,8.67,,,,,,10.34,15.3,14.49,9.14,,,,WESTERN_USA
-111.0,45.0, T2M ,2176,-999,45.03,14.57,11.26,7.58,,,,,,9.4,14.26,13.33,8.04,,,,WESTERN_USA
-111.0,45.5, T2M ,2157,-999,52.18,16.29,13.05,9.42,,,,,,11.42,15.98,15.05,9.73,,,,WESTERN_USA
-111.0,46.5, T2M ,2118,-999,60.34,18.41,15.08,11.42,,,,,,13.34,18.0,17.2,11.8,,,,WESTERN_USA
-110.5,32.5, T2M ,2599,-999,102.02,27.21,25.5,23.35,,,,,,26.56,26.66,25.44,23.35,,,,WESTERN_USA
-110.5,33.5, T2M ,2570,-999,102.32,27.39,25.58,23.16,,,,,,26.23,27.06,25.88,23.16,,,,WESTERN_USA
-110.5,34.0, T2M ,2555,-999,87.0,23.56,21.75,19.34,,,,,,22.25,23.3,22.09,19.36,,,,WESTERN_USA
-110.5,40.5, T2M ,2341,-999,54.88,16.74,13.72,10.26,,,,,,12.36,16.59,15.38,10.55,,,,WESTERN_USA
-110.5,43.0, T2M ,2251,-999,51.69,16.23,12.92,9.29,,,,,,11.11,15.93,15.01,9.63,,,,WESTERN_USA
-110.5,43.5, T2M ,2233,-999,45.42,14.69,11.36,7.79,,,,,,9.2,14.37,13.54,8.31,,,,WESTERN_USA
-110.5,44.0, T2M ,2214,-999,47.45,15.14,11.86,8.38,,,,,,9.36,14.75,14.1,9.24,,,,WESTERN_USA
-110.5,44.5, T2M ,2195,-999,44.5,14.26,11.13,7.69,,,,,,8.44,13.69,13.57,8.81,,,,WESTERN_USA
-110.5,45.0, T2M ,2176,-999,43.8,14.27,10.95,7.33,,,,,,8.95,13.96,13.08,7.81,,,,WESTERN_USA
-110.5,46.0, T2M ,2137,-999,56.32,17.36,14.08,10.43,,,,,,12.38,16.94,16.22,10.78,,,,WESTERN_USA
-110.5,46.5, T2M ,2118,-999,56.52,17.42,14.13,10.46,,,,,,12.48,17.01,16.24,10.79,,,,WESTERN_USA
-110.0,33.0, T2M ,2585,-999,107.41,28.63,26.85,24.42,,,,,,27.63,28.24,27.12,24.42,,,,WESTERN_USA
-110.0,33.5, T2M ,2570,-999,90.51,24.42,22.63,20.4,,,,,,23.47,23.96,22.68,20.4,,,,WESTERN_USA
-110.0,37.5, T2M ,2444,-999,89.01,24.99,22.25,18.51,,,,,,22.26,24.88,23.35,18.52,,,,WESTERN_USA
-110.0,40.5, T2M ,2341,-999,66.47,19.65,16.62,12.97,,,,,,15.7,19.52,18.12,13.13,,,,WESTERN_USA
-110.0,43.0, T2M ,2251,-999,46.51,14.84,11.63,8.16,,,,,,9.68,14.55,13.73,8.55,,,,WESTERN_USA
-110.0,43.5, T2M ,2233,-999,37.36,12.71,9.34,5.76,,,,,,7.03,12.42,11.54,6.36,,,,WESTERN_USA
-110.0,44.0, T2M ,2214,-999,35.38,12.29,8.85,5.25,,,,,,6.24,11.92,11.23,5.99,,,,WESTERN_USA
-110.0,44.5, T2M ,2195,-999,40.35,13.29,10.09,6.63,,,,,,7.36,12.74,12.56,7.69,,,,WESTERN_USA
-110.0,45.0, T2M ,2176,-999,37.0,12.71,9.25,5.53,,,,,,6.71,12.36,11.59,6.34,,,,WESTERN_USA
-109.5,31.5, T2M ,2628,-999,102.0,27.39,25.5,23.42,,,,,,26.94,26.48,25.16,23.42,,,,WESTERN_USA
-109.5,33.0, T2M ,2585,-999,102.51,27.42,25.63,23.15,,,,,,26.28,27.09,25.99,23.16,,,,WESTERN_USA
-109.5,33.5, T2M ,2570,-999,74.94,20.43,18.74,16.53,,,,,,19.38,20.08,18.94,16.54,,,,WESTERN_USA
-109.5,42.5, T2M ,2269,-999,61.51,18.74,15.38,11.57,,,,,,13.77,18.44,17.44,11.87,,,,WESTERN_USA
-109.5,43.5, T2M ,2233,-999,46.33,14.8,11.58,8.06,,,,,,9.89,14.51,13.56,8.37,,,,WESTERN_USA
-109.5,45.5, T2M ,2157,-999,63.79,19.09,15.95,12.2,,,,,,14.71,18.8,17.85,12.43,,,,WESTERN_USA
-109.5,46.5, T2M ,2118,-999,69.67,20.94,17.42,13.39,,,,,,15.95,20.52,19.54,13.65,,,,WESTERN_USA
-109.0,33.5, T2M ,2570,-999,80.11,21.84,20.03,17.65,,,,,,20.93,21.41,20.12,17.65,,,,WESTERN_USA
-109.0,39.5, T2M ,2376,-999,80.08,22.98,20.02,16.22,,,,,,19.62,22.87,21.28,16.31,,,,WESTERN_USA
-109.0,45.0, T2M ,2176,-999,70.49,21.04,17.62,13.6,,,,,,16.22,20.69,19.73,13.85,,,,WESTERN_USA
-108.5,33.0, T2M ,2585,-999,86.55,23.47,21.64,19.18,,,,,,22.66,22.99,21.71,19.18,,,,WESTERN_USA
-108.5,35.0, T2M ,2524,-999,76.22,21.08,19.05,16.29,,,,,,19.7,20.89,19.34,16.29,,,,WESTERN_USA
-108.5,37.5, T2M ,2444,-999,68.38,19.56,17.1,13.81,,,,,,16.9,19.47,18.12,13.88,,,,WESTERN_USA
-108.5,38.0, T2M ,2427,-999,72.98,20.78,18.25,14.88,,,,,,18.11,20.68,19.25,14.94,,,,WESTERN_USA
-108.5,39.5, T2M ,2376,-999,76.39,22.03,19.1,15.45,,,,,,18.49,21.86,20.46,15.58,,,,WESTERN_USA
-108.5,45.0, T2M ,2176,-999,74.14,22.15,18.53,14.28,,,,,,17.07,21.79,20.74,14.54,,,,WESTERN_USA
-108.5,46.0, T2M ,2137,-999,80.92,23.93,20.23,15.93,,,,,,18.79,23.51,22.44,16.17,,,,WESTERN_USA
-108.0,33.0, T2M ,2585,-999,75.0,20.63,18.75,16.37,,,,,,20.07,19.9,18.65,16.37,,,,WESTERN_USA
-108.0,38.0, T2M ,2427,-999,50.04,14.93,12.51,9.64,,,,,,11.77,14.84,13.62,9.81,,,,WESTERN_USA
-108.0,38.5, T2M ,2410,-999,76.42,21.76,19.11,15.6,,,,,,18.9,21.67,20.2,15.65,,,,WESTERN_USA
-108.0,39.0, T2M ,2393,-999,71.8,20.72,17.95,14.4,,,,,,17.63,20.6,19.11,14.47,,,,WESTERN_USA
-108.0,39.5, T2M ,2376,-999,73.05,21.16,18.26,14.73,,,,,,17.41,20.97,19.78,14.89,,,,WESTERN_USA
-108.0,40.0, T2M ,2359,-999,72.26,21.02,18.06,14.38,,,,,,17.3,20.85,19.58,14.53,,,,WESTERN_USA
-108.0,44.5, T2M ,2195,-999,83.07,24.46,20.77,16.27,,,,,,19.56,24.19,22.91,16.42,,,,WESTERN_USA
-107.5,37.0, T2M ,2460,-999,77.37,21.81,19.34,15.92,,,,,,19.42,21.7,20.31,15.95,,,,WESTERN_USA
-107.5,38.0, T2M ,2427,-999,39.21,12.15,9.8,7.12,,,,,,8.73,12.06,10.99,7.43,,,,WESTERN_USA
-107.5,38.5, T2M ,2410,-999,59.0,17.26,14.75,11.65,,,,,,14.1,17.14,15.98,11.78,,,,WESTERN_USA
-107.5,39.0, T2M ,2393,-999,58.62,17.29,14.66,11.49,,,,,,13.84,17.15,15.96,11.67,,,,WESTERN_USA
-107.5,39.5, T2M ,2376,-999,66.17,19.26,16.54,13.3,,,,,,15.54,19.07,18.06,13.49,,,,WESTERN_USA
-107.5,40.0, T2M ,2359,-999,52.52,15.92,13.13,9.91,,,,,,11.95,15.76,14.65,10.17,,,,WESTERN_USA
-107.5,40.5, T2M ,2341,-999,70.65,20.62,17.66,14.1,,,,,,16.62,20.42,19.34,14.27,,,,WESTERN_USA
-107.5,41.0, T2M ,2324,-999,69.46,20.45,17.37,13.66,,,,,,16.31,20.24,19.08,13.83,,,,WESTERN_USA
-107.5,44.5, T2M ,2195,-999,55.1,17.18,13.78,9.97,,,,,,12.09,16.88,15.89,10.25,,,,WESTERN_USA
-107.5,45.0, T2M ,2176,-999,62.12,18.78,15.53,11.79,,,,,,14.0,18.42,17.63,12.07,,,,WESTERN_USA
-107.0,35.5, T2M ,2508,-999,88.42,24.31,22.1,18.9,,,,,,22.57,24.15,22.79,18.91,,,,WESTERN_USA
-107.0,36.5, T2M ,2476,-999,74.29,20.85,18.57,15.42,,,,,,18.99,20.67,19.19,15.44,,,,WESTERN_USA
-107.0,37.0, T2M ,2460,-999,66.59,19.02,16.65,13.49,,,,,,16.59,18.9,17.57,13.53,,,,WESTERN_USA
-107.0,37.5, T2M ,2444,-999,43.22,13.06,10.81,8.22,,,,,,9.93,12.98,11.86,8.44,,,,WESTERN_USA
-107.0,38.0, T2M ,2427,-999,38.43,11.8,9.61,6.99,,,,,,8.93,11.74,10.64,7.13,,,,WESTERN_USA
-107.0,39.0, T2M ,2393,-999,42.5,13.15,10.63,7.72,,,,,,9.39,13.03,12.0,8.08,,,,WESTERN_USA
-107.0,40.0, T2M ,2359,-999,49.59,15.01,12.4,9.3,,,,,,11.45,14.92,13.72,9.51,,,,WESTERN_USA
-107.0,40.5, T2M ,2341,-999,60.87,18.04,15.22,11.93,,,,,,14.0,17.83,16.9,12.14,,,,WESTERN_USA
-107.0,45.0, T2M ,2176,-999,74.94,22.08,18.73,14.86,,,,,,17.28,21.72,20.88,15.07,,,,WESTERN_USA
-107.0,45.5, T2M ,2157,-999,77.35,22.96,19.34,15.18,,,,,,17.68,22.53,21.66,15.48,,,,WESTERN_USA
-107.0,46.0, T2M ,2137,-999,81.99,24.21,20.5,16.12,,,,,,18.94,23.81,22.83,16.41,,,,WESTERN_USA
-106.5,36.5, T2M ,2476,-999,67.37,18.97,16.84,13.9,,,,,,17.08,18.83,17.53,13.93,,,,WESTERN_USA
-106.5,38.0, T2M ,2427,-999,49.33,14.55,12.33,9.58,,,,,,12.08,14.45,13.17,9.63,,,,WESTERN_USA
-106.5,39.5, T2M ,2376,-999,38.02,12.13,9.51,6.56,,,,,,7.87,11.97,11.11,7.07,,,,WESTERN_USA
-106.5,40.0, T2M ,2359,-999,53.72,16.04,13.43,10.45,,,,,,12.38,15.88,14.82,10.63,,,,WESTERN_USA
-106.5,41.0, T2M ,2324,-999,50.07,15.3,12.52,9.21,,,,,,11.46,15.18,14.08,9.36,,,,WESTERN_USA
-106.5,45.0, T2M ,2176,-999,77.59,22.98,19.4,15.31,,,,,,17.79,22.57,21.69,15.54,,,,WESTERN_USA
-106.5,45.5, T2M ,2157,-999,79.6,23.51,19.9,15.69,,,,,,18.33,23.12,22.19,15.96,,,,WESTERN_USA
-106.0,32.5, T2M ,2599,-999,101.11,27.31,25.28,22.45,,,,,,26.5,26.66,25.5,22.45,,,,WESTERN_USA
-106.0,33.0, T2M ,2585,-999,91.36,24.84,22.84,20.22,,,,,,24.28,23.99,22.86,20.22,,,,WESTERN_USA
-106.0,35.5, T2M ,2508,-999,83.97,23.06,20.99,18.1,,,,,,21.5,22.81,21.54,18.11,,,,WESTERN_USA
-106.0,38.0, T2M ,2427,-999,62.55,17.88,15.64,12.71,,,,,,15.51,17.75,16.54,12.75,,,,WESTERN_USA
-106.0,38.5, T2M ,2410,-999,49.79,14.71,12.45,9.68,,,,,,12.04,14.59,13.39,9.76,,,,WESTERN_USA
-106.0,40.0, T2M ,2359,-999,45.6,13.89,11.4,8.58,,,,,,10.22,13.74,12.85,8.79,,,,WESTERN_USA
-106.0,40.5, T2M ,2341,-999,42.87,13.36,10.72,7.69,,,,,,9.52,13.23,12.19,7.93,,,,WESTERN_USA
-106.0,42.0, T2M ,2288,-999,70.5,20.86,17.63,13.67,,,,,,16.48,20.71,19.49,13.82,,,,WESTERN_USA
-106.0,45.0, T2M ,2176,-999,79.27,23.47,19.82,15.65,,,,,,18.21,23.07,22.1,15.9,,,,WESTERN_USA
-105.5,35.5, T2M ,2508,-999,71.72,19.92,17.93,15.28,,,,,,18.49,19.6,18.34,15.3,,,,WESTERN_USA
-105.5,36.0, T2M ,2492,-999,54.27,15.26,13.57,11.21,,,,,,13.77,15.11,14.15,11.24,,,,WESTERN_USA
-105.5,36.5, T2M ,2476,-999,60.36,16.93,15.09,12.51,,,,,,15.26,16.8,15.76,12.54,,,,WESTERN_USA
-105.5,37.0, T2M ,2460,-999,61.12,17.2,15.28,12.69,,,,,,15.37,17.06,15.95,12.73,,,,WESTERN_USA
-105.5,37.5, T2M ,2444,-999,62.17,17.61,15.54,12.8,,,,,,15.58,17.46,16.27,12.85,,,,WESTERN_USA
-105.5,38.0, T2M ,2427,-999,54.51,15.71,13.63,10.94,,,,,,13.44,15.58,14.48,11.01,,,,WESTERN_USA
-105.5,38.5, T2M ,2410,-999,62.82,17.98,15.71,12.88,,,,,,15.37,17.84,16.66,12.96,,,,WESTERN_USA
-105.5,39.0, T2M ,2393,-999,50.07,14.72,12.52,9.79,,,,,,12.12,14.6,13.48,9.88,,,,WESTERN_USA
-105.5,41.0, T2M ,2324,-999,58.87,17.4,14.72,11.44,,,,,,13.85,17.27,16.15,11.6,,,,WESTERN_USA
-105.0,32.0, T2M ,2614,-999,100.92,27.31,25.23,22.39,,,,,,26.47,26.51,25.56,22.39,,,,WESTERN_USA
-105.0,36.5, T2M ,2476,-999,61.86,17.27,15.46,13.0,,,,,,15.52,17.15,16.13,13.06,,,,WESTERN_USA
-105.0,44.0, T2M ,2214,-999,77.49,22.98,19.37,15.25,,,,,,17.88,22.64,21.54,15.43,,,,WESTERN_USA
-105.0,44.5, T2M ,2195,-999,76.46,22.61,19.12,15.13,,,,,,17.59,22.26,21.28,15.33,,,,WESTERN_USA
